ItemID,Sentiment,SentimentText,text_clean,polarity,subjectivity,sentiment_label,compound,negative,positive,neutral
683,0," ......... Oh well, at least Suzumiya Haruhi no Yuuutsu is on air.",well least Suzumiya Haruhi Yuuutsu,-0.3,0.4,Negative,0.2732,0.0,0.344,0.656
684,0, .........not really a good night guys ! buu huu,really good night guys,0.7,0.6000000000000001,Positive,0.4927,0.0,0.516,0.484
685,0, ...I did not get cast in but I will keep looking for some dance opportunities.  I need some exercise.,cast will keep looking some dance opportunities need some exercise,0.0,0.0,Neutral,0.3818,0.0,0.224,0.776
686,0, ...the ground around me is wet... i looked up to see if any drops fall on my face...it was drizzle all around but I am missing my drops,ground around looked drops fall faceit drizzle around missing drops,-0.2,0.05,Negative,-0.296,0.196,0.0,0.804
687,0, ..i forgot to bring my new sharpie pens to school today..booo!,forgot bring sharpie pens school todaybooo,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
688,0, ..omg...my celly is off...this hasn't happened to me in years...WTF!!! gota get my bill paid,omgmy celly offthis hasnt happened yearsWTF gota bill paid,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
689,1, : The Last Gadget http://tinyurl.com/pd4wyp #Geek_And_Poke,Last Gadget http tinyurlcom pd4wyp GeekAndPoke,0.0,0.06666666666666667,Neutral,0.0,0.0,0.0,1.0
690,0, :'( this is so horrible,this horrible,-1.0,1.0,Negative,-0.5423,0.778,0.0,0.222
691,0, :'( where ius that one person that can make me smile ,where that person that make smile,0.3,0.1,Positive,0.3612,0.0,0.333,0.667
692,0, :S this tweetdeck is killing me hate it ,this tweetdeck killing hate,-0.8,0.9,Negative,-0.8442,0.802,0.0,0.198
693,1, ;) July Flowers (July 2009) #Holiday,July Flowers July 2009 Holiday,0.0,0.0,Neutral,0.4019,0.0,0.403,0.597
694,0, @ last.fm not working.,lastfm working,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
695,1, @aaronXnow finally got twitter haha,aaronXnow finally twitter haha,0.1,0.65,Positive,0.4588,0.0,0.5,0.5
696,1, @aChAotIcBeaUtY,aChAotIcBeaUtY,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
697,1, @Aimee_B_Loved I think there may be a connection between Paul Reubens and the reason why movie theater fl.. http://tr.im/nfKO,AimeeBLoved think there connection between Paul Reubens reason movie theater http trim nfKO,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
698,0,"- @alexjreid - saw that earlier, can't even comprehend what that couple were feeling. Really tragic ",alexjreid that earlier cant even comprehend what that couple were feeling Really tragic,-0.375,0.625,Negative,-0.4201,0.209,0.095,0.697
699,1,"- @alittlebit - temperature is down, but the pain is still bad. Hoping antibiotics kick in soon! Thanks for asking ",alittlebit temperature down pain still Hoping antibiotics kick soon Thanks asking,0.022222222222222213,0.24444444444444446,Positive,0.34,0.194,0.335,0.471
700,1,"-- @anyamanda said I tweets less these days so, hi! ",anyamanda said tweets less these days,-0.16666666666666666,0.06666666666666667,Negative,0.0,0.0,0.0,1.0
701,1," @AuroraLee Would love to see you guys sometime! *grin* - and aw rats, maybe it'll warm up real fast??? LOL",AuroraLee Would love guys sometime grin rats maybe itll warm real fast,0.46666666666666673,0.6999999999999998,Positive,0.8481,0.0,0.505,0.495
702,0,- @benboychuk I hope it's not actually on here birthday that she's getting shots.  ,benboychuk hope actually here birthday that shes getting shots,0.0,0.1,Neutral,0.4404,0.0,0.266,0.734
703,0," @billbeckett's signature has 100% rubbed off my mondayeyes bracelet. At least I have plenty of autographs from him, but still. Sad day.",billbecketts signature rubbed mondayeyes bracelet least have plenty autographs from still,-0.3,0.4,Negative,0.0,0.0,0.0,1.0
704,1, @blackswan2 &quot;to all you&quot; ? http://blip.fm/~7d1qo,blackswan2 quotto youquot http blipfm 7d1qo,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
705,1, @blondediva11 What happened while I was gone? Anybody get arrested http://tr.im/koFz,blondediva11 What happened while gone Anybody arrested http trim koFz,0.0,0.0,Neutral,-0.4767,0.256,0.0,0.744
706,1,- @breegeek I'll know if u can't find a replacement 4me. I'll still pay u if not.  I won't let u hang,breegeek know cant find replacement still wont hang,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
707,1, @canuckgrrrl Seeing a guy dressed up as a banana totally made my day. Phallic symbol FTW http://tr.im/mVTm,canuckgrrrl Seeing dressed banana totally made Phallic symbol http trim mVTm,0.0,0.75,Neutral,0.0,0.0,0.0,1.0
708,1,- @carole29 yep  coz of the England game on Wednesday,carole29 England game Wednesday,-0.4,0.4,Negative,0.0,0.0,0.0,1.0
709,0," , Alllllan ruins my lifeeee.",Alllllan ruins lifeeee,-0.15,0.2,Negative,-0.4404,0.592,0.0,0.408
710,1,-- . =D There's my BOO.  *Blushes*,Theres Blushes,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
711,1,-- . BYYEEE . ILY2 Jamarcusssssss ,BYYEEE ILY2 Jamarcusssssss,0.0,0.0,Neutral,0.6523,0.0,0.684,0.316
712,0, . I was want to buy the sims 3 . But it sold out . Wtf . Haha..,want sims sold Haha,0.2,0.3,Positive,0.5106,0.0,0.683,0.317
713,1,-- . You aint gotta apologize. I know I'm not ugly. ,aint gotta apologize know ugly,-0.7,1.0,Negative,-0.5568,0.605,0.0,0.395
714,0, .. just ,just,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
715,0," .. yep,i have things my way all the time. i am selfish. everything revolves around me. yep. im a bitch. great for me (Y) =|",yepi have things time selfish everything revolves around bitch great,0.15000000000000002,0.875,Positive,-0.4215,0.383,0.228,0.389
716,0, ... ...I don't wanna get rid of twitter  You guys are too cool...,dont wanna twitter guys cool,0.35,0.65,Positive,0.3182,0.0,0.365,0.635
717,0, ... i try... i try so hard... and i seem to get no credit for it.... wats the prob?,hard seem credit wats prob,-0.2916666666666667,0.5416666666666666,Negative,0.296,0.2,0.371,0.429
718,0,"- ... wide awake, but dont actually wanna go to school :S  xxx",wide awake dont actually wanna school,-0.05,0.25,Negative,0.0,0.0,0.0,1.0
719,0, .... Dream beautiful.,Dream beautiful,0.85,1.0,Positive,0.7096,0.0,1.0,0.0
720,0, .... now only have one roommate....,only have roommate,0.0,1.0,Neutral,0.0,0.0,0.0,1.0
721,0, ..... Im givin myself 5 minutes to turn that frown upside down,givin myself minutes turn that frown upside down,-0.15555555555555559,0.2888888888888889,Negative,0.0,0.0,0.0,1.0
722,0, ......i cant even say a word right now,cant even word right,0.2857142857142857,0.5357142857142857,Positive,0.0,0.0,0.0,1.0
723,0, .....why am i so sad??...becuz of u or becuz of the exam??.....i think..becuz of u... ,sadbecuz becuz exami thinkbecuz,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
724,0, ...?                   ..frustrated?,frustrated,-0.7,0.2,Negative,-0.5267,1.0,0.0,0.0
725,0, ...and i feel a shallow breath that squeezes past the fifty pounds of stone laid in my chest.,feel shallow breath that squeezes past fifty pounds stone laid chest,-0.29166666666666663,0.375,Negative,0.0,0.0,0.0,1.0
726,0, ...just found out that a friend from my childhood has passed away... May he Rest In Peace.,just found that friend from childhood passed away Rest Peace,0.0,0.0,Neutral,0.7717,0.0,0.456,0.544
727,0, ...still in the office... ,still office,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
728,1, ...that is all,that,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
729,0, ..sniffles... since I dont get to leave this fucking house...AW GREAT the power's gone. and its getting dark.. Puurfect!,sniffles since dont leave this fucking houseAW GREAT powers gone getting dark Puurfect,0.01666666666666669,0.65,Positive,0.7399,0.0,0.363,0.637
730,0, / I feel so ... ... Left out,feel Left,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
731,0, ::sigh:: we didnt win the contest . stupid popularity contest. i had so many votes for her also.  im realy sad. i had such a good feeling,sigh didnt contest stupid popularity contest many votes also realy such good feeling,0.1,0.65,Positive,0.575,0.136,0.44,0.425
732,0, ;( noooo! why? things are so complicated if I spelt that wrong idc,noooo things complicated spelt that wrong,-0.5,0.95,Negative,-0.4767,0.383,0.0,0.617
733,0, ;( noooo! why? things are so complicated if I spelt thy wrong idc,noooo things complicated spelt wrong,-0.5,0.95,Negative,-0.4767,0.437,0.0,0.563
734,1," ;) Butterfly Day (Jun 19, 2009) #Holiday",Butterfly 2009 Holiday,0.0,0.0,Neutral,0.4019,0.0,0.574,0.426
735,1, ??? what does it means ?,what does means,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
736,0, @ JFK International Airport http://loopt.us/PPYZTQ.t,International Airport http looptus PPYZTQt,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
737,0, @ jonas brothers youtube bein suspended,jonas brothers youtube bein suspended,0.0,0.0,Neutral,-0.4767,0.437,0.0,0.563
738,0, @ moval court 4 a traffic ticket..I should b sleeping..aahh.,moval court traffic ticketI should sleepingaahh,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
739,1,- @ work.. || Only 5 hours of it today and then weeeekend!  Can't wait for the long weekend to begin! Gonna get some things done for sure!,work Only hours today then weeeekend Cant wait long weekend begin Gonna some things done sure,0.15,0.762962962962963,Positive,0.3182,0.0,0.133,0.867
740,1, @ahugeproduction Praying for my cold to go to my head because a skunk just sprayed my yard. This is the w.. http://tr.im/n8AI,ahugeproduction Praying cold head because skunk just sprayed yard This http trim n8AI,-0.6,1.0,Negative,0.3612,0.0,0.172,0.828
741,1," @AriaaJaeger Created from the realms of Light, pure love commands the fold When you think and speak with love, a new world you'll behold~",AriaaJaeger Created from realms Light pure love commands fold When think speak with love world youll behold,0.4035714285714286,0.6,Positive,0.886,0.0,0.426,0.574
742,1, @arjunbasu The music was so quiet that he was sure there was a massive hoax being played. On him alone. I.. http://tr.im/mP2j,arjunbasu music quiet that sure there massive hoax being played alone http trim mP2j,0.16666666666666666,0.7407407407407408,Positive,0.1531,0.218,0.25,0.532
743,0, @bananarchy_atx sold out of frozen bananas today!   http://mypict.me/2QIM,bananarchyatx sold frozen bananas today http mypictme 2QIM,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
744,0, @beckobviously i have no car to come to you either.,beckobviously have come either,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
745,0, @belllareow has disappeared again ,belllareow disappeared again,0.0,0.0,Neutral,-0.2263,0.487,0.0,0.513
746,0,- @billyraycyrus oi tell your daughter to lower her ticket prices we cant afford it in london  my sister cried.,billyraycyrus tell your daughter lower ticket prices cant afford london sister cried,0.0,0.0,Neutral,-0.5859,0.324,0.0,0.676
747,0,"- @brooklyn_belle LOL. &quot;cat.&quot; I'm a huge fan. Also, the more i think about it, the more I think you should hold off on Sims 3 ",brooklynbelle quotcatquot huge Also more think about more think should hold Sims,0.46666666666666673,0.6333333333333333,Positive,0.3182,0.0,0.173,0.827
748,1," @Canuckflack Speaking as a historian, WTF do you incorporate twitter buzz by upper middle class North Ame.. http://tr.im/oFLS",Canuckflack Speaking historian incorporate twitter buzz upper middle class North http trim oFLS,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
749,0," @cnnbrk: Farrah Fawcett, star of &quot;Charlie's Angels,&quot; has died from cancer at 62.",cnnbrk Farrah Fawcett star quotCharlies Angelsquot died from cancer,0.0,0.0,Neutral,-0.8402,0.533,0.0,0.467
750,1,"- @cmedders Yes, before the show, I suggested that we ought to do a celebrity deathmatch ",cmedders before show suggested that ought celebrity deathmatch,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
751,1," @CranberryPerson Dear hyper chihuahua, we only have 45 minutes left together on this drive, but I have a .. http://tr.im/lAj6",CranberryPerson Dear hyper chihuahua only have minutes left together this drive have http trim lAj6,0.0,0.5,Neutral,0.3818,0.0,0.157,0.843
752,1, @danawalker Washington Capitals would be one of #myweakness as well.,danawalker Washington Capitals would myweakness well,0.0,0.0,Neutral,0.2732,0.0,0.296,0.704
753,1," @daveena looking fwd to a twitpic of selma soon. Cool name, add a k to the end and it's tok'ra",daveena looking twitpic selma soon Cool name tokra,0.35,0.65,Positive,0.3182,0.0,0.247,0.753
754,0, @desiredeffect,desiredeffect,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
755,1, @dustincary yea I really wanna see a win for him at daytona,dustincary really wanna daytona,0.2,0.2,Positive,0.0,0.0,0.0,1.0
756,1, @DWO34 Great to follow @BUTTERFLYWHEEL @DebraWard @chastity_1111 @Cortnee4Christ @DWO34 @DarrenSproat @Sharboubou @mikehanes,DWO34 Great follow BUTTERFLYWHEEL DebraWard chastity1111 Cortnee4Christ DWO34 DarrenSproat Sharboubou mikehanes,0.8,0.75,Positive,0.6249,0.0,0.291,0.709
757,1, @EightyThreeKid aww I'm sorry bae u kno I be grindin =D BUT I GOT U I SWEAR....I needa go buy an artbook that or construction paper,EightyThreeKid sorry grindin SWEARI needa artbook that construction paper,-0.5,1.0,Negative,-0.0772,0.14,0.0,0.86
758,0,"- @fontenot619 Hey you! @PoisonGirl10 How long will you be on? @summerblonde83 Thx! @Nic0pic0 hehehe yw ;) @sevgli Yeah, they're not! ",fontenot619 PoisonGirl10 long will summerblonde83 Nic0pic0 hehehe sevgli Yeah theyre,-0.05,0.4,Negative,0.296,0.0,0.196,0.804
759,1," @gigia: &quot;@Mama_K: &quot;Nobody told me Violent Femmes covered Gnarls Barkley! &quot; tks, dude!! &quot; ? http://blip.fm/~6svjq",gigia quot MamaK quotNobody told Violent Femmes covered Gnarls Barkley quot dude quot http blipfm 6svjq,-0.8,1.0,Negative,-0.5994,0.206,0.0,0.794
760,0, @HitzProductions unfortunately I'm coming from NJ the boonies...I gotta drive to the path,HitzProductions unfortunately coming from booniesI gotta drive path,-0.5,1.0,Negative,-0.34,0.255,0.0,0.745
761,0,"- @iamfauxpas All gigs this weekend have been cancelled, so it may be temporary or shut for good. Still trying to find out. BOO. ",iamfauxpas gigs this weekend have been cancelled temporary shut good Still trying find,0.7,0.6000000000000001,Positive,0.2263,0.126,0.182,0.692
762,1," @idvssuperego Started working on a âwarm, fluffy fartâ? tweet before realizing I donât especially like far.. http://tr.im/n7J0",idvssuperego Started working warm fluffy fart tweet before realizing don especially like http trim n7J0,0.13333333333333333,0.6666666666666666,Positive,0.5709,0.0,0.265,0.735
763,1, @infobotz News = Google Getting Twitterpated? - http://tinyurl.com/oropl7,infobotz News Google Getting Twitterpated http tinyurlcom oropl7,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
764,0, @isak is mad at me. #fail,isak fail,-0.5,0.29999999999999993,Negative,-0.5423,0.778,0.0,0.222
765,1, @jazzgotsoul @liveguy lol nooooooooo!!!,jazzgotsoul liveguy nooooooooo,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
766,0, @jessdelight I just played ur joint two songs ago. Everyone in studio was feeling it!,jessdelight just played joint songs Everyone studio feeling,0.0,0.0,Neutral,0.4404,0.0,0.394,0.606
767,0,- @jonswerens I can't get excited about Conan. ,jonswerens cant excited about Conan,0.375,0.75,Positive,-0.2584,0.337,0.0,0.663
768,1, @LadyKeisha @scorpio510 thanx for the post &amp; the warm wishes.. enjoy ur day!,LadyKeisha scorpio510 thanx post warm wishes enjoy,0.5,0.55,Positive,0.6908,0.0,0.626,0.374
769,1, @latuacatante17 youu welcomee,latuacatante17 youu welcomee,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
770,1," @LisaBarone If, thru the miracle of modern science, Bruce and Danny had a child...",LisaBarone thru miracle modern science Bruce Danny child,0.2,0.3,Positive,0.5859,0.0,0.352,0.648
771,0, @lisad stopped talking to me. I should stalk her. ^^,lisad stopped talking should stalk,0.0,0.0,Neutral,-0.2263,0.322,0.0,0.678
772,0,"- @littlecharva - you'll be pleased to know I did not have a nice night's sleep, even in a comfy bed ;) even a sleeping bag would be same ",littlecharva youll pleased know have nice nights sleep even comfy even sleeping would same,0.3666666666666667,0.7083333333333334,Positive,0.6908,0.0,0.322,0.678
773,1," @loic Now try sex in bing, deactivate safe search and go to video. You are now on a porn site without lea.. http://tr.im/n18y",loic bing deactivate safe search video porn site without http trim n18y,0.5,0.5,Positive,0.4404,0.0,0.209,0.791
774,0, @lushone toolio has court on the 24th...,lushone toolio court 24th,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
775,0," @Mgapmp When you meet @johncmayer tonight, please tell him my story. How Laker Fans made me miss his show!",Mgapmp When meet johncmayer tonight please tell story Laker Fans made miss show,0.0,0.0,Neutral,0.1779,0.107,0.154,0.738
776,1, @MICHAEL_CASTRO is not at 902  thanks!,MICHAELCASTRO thanks,0.2,0.2,Positive,0.4404,0.0,0.744,0.256
777,0,- @minxlj hope you get better soon ,minxlj hope better soon,0.5,0.5,Positive,0.7003,0.0,0.744,0.256
778,0, @misterdjin i just saw...,misterdjin just,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
779,0, @Mizz_Bliz I slept late too. I wonder y u did...Mhmm. I'm not as hype as u think to leave the country for 2 weeks &amp; 3 days.,MizzBliz slept late wonder didMhmm hype think leave country weeks days,-0.3,0.6,Negative,-0.0516,0.107,0.0,0.893
780,0, @MIZZWALKER which one???,MIZZWALKER which,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
781,0, @moogyboobles AHHHHHH - bloody Five. Why did they give away House (and me the Sky subscription)?,moogyboobles AHHHHHH bloody Five they give away House subscription,-0.8,0.9,Negative,-0.4404,0.266,0.0,0.734
782,0, @Mp3Jackson Is Upset With Me Lol,Mp3Jackson Upset With,0.0,0.0,Neutral,-0.3818,0.565,0.0,0.435
783,1," @mrjoecool well praise the lord 4 gud moods i kno i need 2 b 1, im workn out ma thighs &amp; these dark clouds is scaring me",mrjoecool well praise lord moods need workn thighs these dark clouds scaring,-0.15,0.4,Negative,0.4215,0.165,0.324,0.511
784,0, @Nambu sending my tweets from wrong account although selected the right one.,Nambu sending tweets from wrong account although selected right,-0.10714285714285715,0.7178571428571429,Negative,-0.4767,0.279,0.0,0.721
785,1," @oliveshoot aw, sweet Leslie was tweeting luv last night!  You are my #1 and absolute FAVE!",oliveshoot sweet Leslie tweeting last night absolute FAVE,0.18333333333333335,0.5388888888888889,Positive,0.7672,0.0,0.525,0.475
786,1, big ass kool-aid smile on my face from talkin to my boo...,koolaid smile face from talkin,0.3,0.1,Positive,0.3612,0.0,0.385,0.615
787,0, bleh... I feel like QQing now. ,bleh feel like QQing,0.0,0.0,Neutral,0.3612,0.0,0.455,0.545
788,1, blowdrying my hair,blowdrying hair,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
789,0, Boo to that ,that,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
790,1, bored........doing nothing at all....okay...i'm a pretty shy girl...,boreddoing nothing allokayim pretty girl,0.25,1.0,Positive,-0.3875,0.396,0.0,0.604
791,1, BOREDDDD  going to do powerpoint,BOREDDDD going powerpoint,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
792,0, boring nite...damn I guess I better get use to this,boring nitedamn guess better this,-0.25,0.75,Negative,0.1531,0.28,0.354,0.366
793,0, boro let me down. It's getting very tight.,boro down getting very tight,-0.19384920634920638,0.3301587301587302,Negative,0.0,0.0,0.0,1.0
794,1, bosco graduation then sara's voice recital,bosco graduation then saras voice recital,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
795,1, breakfast with family,breakfast with family,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
796,1, Britains Got Talent on RIGHT NOW ! Good luck Susan Boyle ;),Britains Talent RIGHT Good luck Susan Boyle,0.4928571428571428,0.5678571428571428,Positive,0.8271,0.0,0.685,0.315
797,0, bummed to be missing bb Kris's comcast chat. Stupid responsibilities.,bummed missing Kriss comcast chat Stupid responsibilities,-0.5,0.525,Negative,-0.6808,0.528,0.0,0.472
798,0," burnt tongue, hot chocolate has a downside",burnt tongue chocolate downside,0.0,0.0,Neutral,-0.25,0.4,0.0,0.6
799,0, but eatting popcorn so its getting better,eatting popcorn getting better,0.5,0.5,Positive,0.4404,0.0,0.492,0.508
800,0, but I don't want a boyfriend for the summer.,dont want boyfriend summer,0.0,0.0,Neutral,-0.0572,0.289,0.0,0.711
801,0," but I love you, Aaron.",love Aaron,0.5,0.6,Positive,0.6369,0.0,0.808,0.192
802,0," but not HIM! He's just a brown nose, telling her she's super-duper beautyful and then he just said a day before: sorry someone died!",just brown nose telling shes superduper beautyful then just said before sorry someone died,-0.5,1.0,Negative,-0.5994,0.29,0.0,0.71
803,1,"=- but suddenly something happens, I write it in Portuguese",suddenly something happens write Portuguese,0.0,0.5,Neutral,0.0,0.0,0.0,1.0
804,0, can first see MTV Movie Awards on Thursday!! how sad!!&lt;3&lt;3 but am looking forward to Thursday!! jubii!!,first Movie Awards Thursday sadlt3lt3 looking forward Thursday jubii,0.25,0.3333333333333333,Positive,0.4588,0.0,0.273,0.727
805,0, Can I join you?  {*_*}  KarenWild,join KarenWild,0.0,0.0,Neutral,0.296,0.0,0.688,0.312
806,0, canon powershot s400 you had served me very well. i am sorry that i left u in that car for hottest 3 days... i mourn your loss,canon powershot s400 served very well sorry that left that hottest days mourn your loss,-0.09999999999999999,0.43333333333333335,Negative,-0.5082,0.333,0.119,0.548
807,0," cant afford to see Angels and Demons, so i watched it for free: http://tr.im/lvBu",cant afford Angels Demons watched free http trim lvBu,0.4,0.8,Positive,0.5106,0.0,0.292,0.708
808,0," can't get motivated, it might b the sunday crying club for me!!",cant motivated might sunday crying club,-0.2,0.6,Negative,-0.6788,0.582,0.0,0.418
809,0, cant get up to auckland to watch jb 3d movie. im soo gutterd. suppose i have to wait till the dvd release..,cant auckland watch movie gutterd suppose have wait till release,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
810,0, Can't log into my computer at work.  ack!  Got lots to do. IT guru out today. can anyone help me?,Cant into computer work lots guru today anyone help,0.0,0.0,Neutral,0.4019,0.0,0.252,0.748
811,0, can't make any labels til my computer is fixed..can't fix my computer until I make some money..can't make money unless I sell soap grrrr,cant make labels computer fixedcant computer until make some moneycant make money unless sell soap grrrr,-0.7,0.8,Negative,0.0,0.0,0.0,1.0
812,0, can't sleep -_- this sucks eggs and bacon! I'm suppose to get up early to,cant sleep this sucks eggs bacon suppose early,-0.09999999999999999,0.3,Negative,-0.4357,0.291,0.0,0.709
813,0," can't sleep, so damn miserable! I'm sooooo itchy please help, I can't sleep, I'm going to cry! :'(",cant sleep damn miserable sooooo itchy please help cant sleep going,-1.0,1.0,Negative,0.7774,0.117,0.55,0.334
814,1, Can't Wait For Hills Finale Tonight! â¥,Cant Wait Hills Finale Tonight,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
815,1," Can't wait for the weekend, BMTH on Saturday!",Cant wait weekend BMTH Saturday,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
816,0, Carrie has a bad eye infection...just waiting for hear from the vets to see if they found anything ,Carrie infectionjust waiting hear from vets they found anything,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
817,0, cba i'm revising my french oral fuck it,revising french oral fuck,-0.2,0.3,Negative,-0.5423,0.538,0.0,0.462
818,1,- certification test #2 at 8:30 this morning. Feeling much better about this one today ,certification test this morning Feeling much better about this today,0.5,0.5,Positive,0.5267,0.0,0.355,0.645
819,1, changin my name to ambergirl66 ;) haha my youtube name and it mathces my background ;),changin name ambergirl66 haha youtube name mathces background,0.2,0.3,Positive,0.4588,0.0,0.3,0.7
820,1,=-- chilling with my niggahz Haley and Dylan,chilling with niggahz Haley Dylan,-0.5,0.9,Negative,-0.0258,0.216,0.0,0.784
821,1, chocolate cake with a delicious strawberry yummy yummy,chocolate cake with delicious strawberry yummy yummy,1.0,1.0,Positive,0.8885,0.0,0.724,0.276
822,1," church with matt,was...good. I think I'm going to be a 'churchgirl' now. )",church with mattwasgood think going churchgirl,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
823,1,-- city tonight for mae! ,city tonight,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
824,0, cnt even use a single Twitter App!!!!!,even single Twitter,-0.07142857142857142,0.21428571428571427,Negative,0.0,0.0,0.0,1.0
825,0," cold, despite the heater. weirdly though, it's not actually cold today!",cold despite heater weirdly though actually cold today,-0.5666666666666668,1.0,Negative,0.2235,0.0,0.212,0.788
826,0, come on bitchesss #barakatday #barakatday #barakatday #barakatday,come bitchesss barakatday barakatday barakatday barakatday,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
827,0, come party,come party,0.0,0.0,Neutral,0.4019,0.0,0.73,0.27
828,1," come to manchester while your in england  id love to meet you  did you have fun in germany? its beautiful, i love it. (L) xx",come manchester while your england love meet have germany beautiful love,0.6166666666666667,0.7333333333333334,Positive,0.9231,0.0,0.606,0.394
829,1, Coming up to the home stretch now with this J/M fic. YAY!!,Coming home stretch with this,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
830,0, computer is being very tempermental at the moment....,computer being very tempermental moment,0.2,0.3,Positive,0.0,0.0,0.0,1.0
831,1," Congrats to AL's newest state Senator elect, Democrat Mark Keahey. http://is.gd/MRr3 #alpolitics",Congrats newest state Senator elect Democrat Mark Keahey http isgd MRr3 alpolitics,0.8,0.9,Positive,0.5267,0.0,0.236,0.764
832,1, Content.&quot;made a pac lets see how long it last&quot;,Contentquotmade lets long lastquot,-0.05,0.4,Negative,0.0,0.0,0.0,1.0
833,1, cookies the first time,cookies first time,0.25,0.3333333333333333,Positive,0.0,0.0,0.0,1.0
834,0, could this night be any worse?,could this night worse,-0.4,0.6,Negative,-0.4767,0.508,0.0,0.492
835,0, couldn't find it,couldnt find,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
836,0, cramps. Drugs--good.,cramps Drugsgood,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
837,0, crap day tat will get craper,crap will craper,-0.8,0.8,Negative,-0.3818,0.565,0.0,0.435
838,0, credit card bill. ow my wallet.,credit card bill wallet,0.0,0.0,Neutral,0.3818,0.0,0.464,0.536
839,0,"-- dad came back &amp;asked us to go to anyer till thu! While him, gonna go back &amp;forth from banten to anyer, for us. Poor him ",came back ampasked anyer till While gonna back ampforth from banten anyer Poor,-0.13333333333333333,0.19999999999999998,Negative,-0.4767,0.205,0.0,0.795
840,0, dads got to turn the power off  caio,dads turn power caio,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
841,0, dammit... No more sleep for me.. And on my day off to.. :-/,dammit more sleep,0.5,0.5,Positive,0.0,0.0,0.0,1.0
842,0," damn gettin it from someone right now, damn i guess im not sleeping tonite with these texts.. ",damn gettin from someone right damn guess sleeping tonite with these texts,0.2857142857142857,0.5357142857142857,Positive,-0.6597,0.351,0.0,0.649
843,0, damn u still haven't been to sleep? and just look them up...i think it was Royalty Beats and City Council,damn still havent been sleep just look them think Royalty Beats City Council,0.0,0.0,Neutral,-0.4019,0.184,0.0,0.816
844,0, damn! didnt make on time and the border was closed! drove hr. to toher side of state to make it ti Mexico!.sniff! sniff! tired!,damn didnt make time border closed drove toher side state make Mexicosniff sniff tired,-0.25,0.39999999999999997,Negative,-0.6808,0.318,0.0,0.682
845,0," Damn, lost three followers... I was getting so close to fifty.. Help me out?",Damn lost three followers getting close fifty Help,0.0,0.0,Neutral,-0.3182,0.394,0.213,0.394
846,0, damn. There has to be something wrong. And its not youu,damn There something wrong youu,-0.5,0.9,Negative,-0.7003,0.659,0.0,0.341
847,0, Dan won't have off for my birthday.,wont have birthday,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
848,0," darn you city, I just want to leave!",darn city just want leave,0.0,0.0,Neutral,0.0258,0.218,0.236,0.545
849,1, def. i have no studio so ur jus gunna get the lyrics [shrug]  @ExoticBella_,have studio gunna lyrics shrug ExoticBella,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
850,0, definately bedtime,definately bedtime,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
851,0, definately just missed my train. smh. fuck!,definately just missed train fuck,-0.4,0.6,Negative,-0.6908,0.655,0.0,0.345
